decade,year,channel,video_id,title,start_seconds,end_seconds
1990s,1990,Trailers,_d--6A5hZqw,Trailers (1990),0,0
1990s,1990,Trailers,H_4PtaqKPvE,Trailers (1990),0,0
1990s,1990,Music,YFood_bTOX4,Music (1990),0,0
1990s,1990,Commercials,d71i4Lx_pE8,Commercials (1990),0,0
1990s,1990,Commercials,O02iUaTBdYg,Commercials (1990),0,0
1990s,1990,Sports,p0xE-0JAZYA,Sports (1990),0,0
1990s,1990,Specials,f7vPEOoVEWo,Specials (1990),0,0
1990s,1990,Music,UM3EFFEizxs,Music (1990),0,0
1990s,1990,Commercials,pmw6uzi2yoQ,Commercials (1990),0,0
1990s,1990,Music,V8weTeYxVx0,Music (1990),0,0
1990s,1990,Music,eij0rOmSf5E,Music (1990),0,0
1990s,1990,Comedy,SpF5EZy9ZOY,Comedy (1990),0,0
1990s,1990,Music,LJAJOmQsJb0,Music (1990),0,0
1990s,1990,Music,8NxfGddaOKY,Music (1990),0,0
1990s,1990,Music,tYMGhq9ZA5I,Music (1990),0,0
1990s,1990,Commercials,lt-E6RHIIJk,Commercials (1990),0,0
1990s,1990,Commercials,5Kuj741dHbw,Commercials (1990),0,0
1990s,1990,Music,k09b8zJq0t8,Music (1990),0,0
1990s,1990,Kids,03CIduuLBhM,Kids (1990),0,0
1990s,1990,Sports,TXwfV91Uom4,Sports (1990),0,0
1990s,1990,Commercials,s64TUXa56jk,Commercials (1990),0,0
1990s,1990,Movies,bnLhMGzgfSM,Movies (1990),0,0
1990s,1990,Music,vDK2svrGG_c,Music (1990),0,0
1990s,1990,Music,iUGdS1HCe7s,Music (1990),0,0
1990s,1990,Comedy,wIuVjxyRp_M,Comedy (1990),0,0
1990s,1990,Commercials,r1rcTy2RHiQ,Commercials (1990),0,0
1990s,1990,Commercials,ncCPf1ZLSkU,Commercials (1990),0,0
1990s,1990,Trailers,4j5DsR_Vklg,Trailers (1990),0,0
1990s,1990,Commercials,TgjZs8qMJck,Commercials (1990),0,0
1990s,1990,Commercials,hVuXVtJMlzo,Commercials (1990),0,0
1990s,1990,Sports,lBdNfqIMwYs,Sports (1990),0,0
1990s,1990,Trailers,LyL1qxU7I1s,Trailers (1990),0,0
1990s,1990,Commercials,Xjf27wu9iZE,Commercials (1990),0,0
1990s,1990,Sports,fH9J84Y7DEE,Sports (1990),0,0
1990s,1990,Trailers,UQkZGpKy_mU,Trailers (1990),0,0
1990s,1990,Gameshows,swF3oFp1Owc,Gameshows (1990),0,0
1990s,1990,Commercials,rcUGxSS3bmo,Commercials (1990),0,0
1990s,1990,Commercials,U85rtEaGjLA,Commercials (1990),0,0
1990s,1990,Music,dMSPPY10O2A,Music (1990),0,0
1990s,1990,Commercials,-2X38Q_uE_Y,Commercials (1990),0,0
1990s,1990,Commercials,MsYuxM0HLyI,Commercials (1990),0,0
1990s,1990,Commercials,2RncBFh5yqY,Commercials (1990),0,0
1990s,1990,Cartoons,aIpP8xLi2rg,Cartoons (1990),0,0
1990s,1990,Commercials,0p3r_zaZLSg,Commercials (1990),0,0
1990s,1990,Trailers,ln_dvv_qJg0,Trailers (1990),0,0
1990s,1990,Sports,61CpEzS8pFo,Sports (1990),0,0
1990s,1990,Commercials,Ok0GiDU5Z50,Commercials (1990),0,0
1990s,1990,Music,GJ5NxBnMnz4,Music (1990),0,0
1990s,1990,Commercials,DVuxoj_RJUY,Commercials (1990),0,0
1990s,1990,Music,z92_qPhvlRs,Music (1990),0,0
1990s,1990,Trailers,NVZFichFCW8,Trailers (1990),0,0
1990s,1990,Music,ChvLHqmX27o,Music (1990),0,0
1990s,1990,Comedy,YMfNxJdOZ90,Comedy (1990),0,0
1990s,1990,Cartoons,GrpcP9rXvwU,Cartoons (1990),0,0
1990s,1990,Sports,sUig1m-e4IM,Sports (1990),0,0
1990s,1990,Cartoons,ycbm65A1H5w,Cartoons (1990),0,0
1990s,1990,Music,hE8tNBV4E2w,Music (1990),0,0
1990s,1990,Comedy,7ezxeoRAQZA,Comedy (1990),0,0
1990s,1990,Commercials,aCurhbTNeNA,Commercials (1990),0,0
1990s,1990,Music,944WZssbarE,Music (1990),0,0
1990s,1990,Music,r-Vl7FJuiNo,Music (1990),0,0
1990s,1990,Kids,H0Uf1Qr4-nE,Kids (1990),0,0
1990s,1990,Sports,AtLyLcSHkwI,Sports (1990),0,0
1990s,1990,Commercials,lPKxcm9Ldio,Commercials (1990),0,0
1990s,1990,Trailers,BqkQd_wE5N0,Trailers (1990),0,0
1990s,1990,Comedy,Vy2kAfHHids,Comedy (1990),0,0
1990s,1990,Music,kGNHwLicV2g,Music (1990),0,0
1990s,1990,Sports,iNQYe3pbazs,Sports (1990),0,0
1990s,1990,Gameshows,kg3BqdAh2JI,Gameshows (1990),0,0
1990s,1990,Music,VnqpOFcBiMM,Music (1990),0,0
1990s,1990,Commercials,xFpnSq9FHsY,Commercials (1990),0,0
1990s,1990,Trailers,d-8318CnkSk,Trailers (1990),0,0
1990s,1990,Comedy,ryfZVQAEsjY,Comedy (1990),0,0
1990s,1990,Commercials,jtUGwXXgTcU,Commercials (1990),0,0
1990s,1990,Trailers,sJQ2HmkYZC4,Trailers (1990),0,0
1990s,1990,Commercials,hdbNpX4ufeg,Commercials (1990),0,0
1990s,1990,Music,B5S02YcgXug,Music (1990),0,0
1990s,1990,Commercials,4BKgYoxmgvI,Commercials (1990),0,0
1990s,1990,Commercials,tDNwiZ9jpC8,Commercials (1990),0,0
1990s,1990,Trailers,4Vo77NEy9sk,Trailers (1990),0,0
1990s,1990,Trailers,YMwespW_Glk,Trailers (1990),0,0
1990s,1990,Trailers,19uZoGiHBNo,Trailers (1990),0,0
1990s,1990,Commercials,UUFhvdRlQ2E,Commercials (1990),0,0
1990s,1990,Sports,Adp-rR50J70,Sports (1990),0,0
1990s,1990,Commercials,8FWVQQ378Zk,Commercials (1990),0,0
1990s,1990,Commercials,cVneQ_XGLSE,Commercials (1990),0,0
1990s,1990,Specials,xcru-L87nzI,Specials (1990),0,0
1990s,1990,Cartoons,bhUrN2Fjs4s,Cartoons (1990),0,0
1990s,1990,Music,iEH4eqtK8SU,Music (1990),0,0
1990s,1990,Trailers,dY5KqzBIzY0,Trailers (1990),0,0
1990s,1990,Commercials,0zZfmXf3CL0,Commercials (1990),0,0
1990s,1990,Comedy,IycL6wxhzCs,Comedy (1990),0,0
1990s,1990,Trailers,PpW0p7J_6Pg,Trailers (1990),0,0
1990s,1990,Sports,d4fgjJcSKFo,Sports (1990),0,0
1990s,1990,Commercials,uIgQMLC620Y,Commercials (1990),0,0
1990s,1990,Cartoons,zTYf0UU1N9o,Cartoons (1990),0,0
1990s,1990,Music,YcfIGok1mMI,Music (1990),0,0
1990s,1990,Cartoons,_pBxFCYKWr4,Cartoons (1990),0,0
1990s,1990,Commercials,faM-bI9uaIQ,Commercials (1990),0,0
1990s,1990,Comedy,aImzZfXGJ4M,Comedy (1990),0,0
1990s,1990,Commercials,bT0Pzlrz7XA,Commercials (1990),0,0
1990s,1990,Music,GXfhO5vkWXg,Music (1990),0,0
1990s,1990,Commercials,_-TVPvHGP_4,Commercials (1990),0,0
1990s,1990,Cartoons,TESc_ePx-Rg,Cartoons (1990),0,0
1990s,1990,Trailers,eoXtzNIdpEA,Trailers (1990),0,0
1990s,1990,Movies,PM5TJ6vZ9YM,Movies (1990),0,0
1990s,1990,Commercials,5G0kBq8Ul38,Commercials (1990),0,0
1990s,1990,Comedy,YtfQLyy43Xg,Comedy (1990),0,0
1990s,1990,Specials,kT6QnJLxWxw,Specials (1990),0,0
1990s,1990,Commercials,81YXkBHGwL8,Commercials (1990),0,0
1990s,1990,Commercials,EiX4dkqONQY,Commercials (1990),0,0
1990s,1990,Commercials,kNNCw8nKGQ0,Commercials (1990),0,0
1990s,1990,Trailers,QQ578YDz-sQ,Trailers (1990),0,0
1990s,1990,Commercials,3xACiAgfB8A,Commercials (1990),0,0
1990s,1990,Music,Re4aDJL3heA,Music (1990),0,0
1990s,1990,Comedy,aID5sC-6nM4,Comedy (1990),0,0
1990s,1990,Movies,ffyZlJB_3e8,Movies (1990),0,0
1990s,1990,Music,HHgmVaDX3WY,Music (1990),0,0
1990s,1990,Trailers,_r8O47vzVso,Trailers (1990),0,0
1990s,1990,Trailers,OAxTfc0RntM,Trailers (1990),0,0
1990s,1990,Comedy,jPKchLk1D28,Comedy (1990),0,0
1990s,1990,Trailers,sYd89-ava3c,Trailers (1990),0,0
1990s,1990,Commercials,wqvRKrUj7QQ,Commercials (1990),0,0
1990s,1990,Music,O3pyCGnZzYA,Music (1990),0,0
1990s,1990,Music,gfMURCgM3GY,Music (1990),0,0
1990s,1990,Trailers,mAjDgTrToAk,Trailers (1990),0,0
1990s,1990,Trailers,qDZlUMr6KgI,Trailers (1990),0,0
1990s,1990,Sports,L1QO97fQdpg,Sports (1990),0,0
1990s,1990,Commercials,Tl-NQJnMyZA,Commercials (1990),0,0
1990s,1990,Movies,nbJl5KM109k,Movies (1990),0,0
1990s,1990,Trailers,Zp6gh_aT8N8,Trailers (1990),0,0
1990s,1990,Cartoons,F0QbLhAp9_Y,Cartoons (1990),0,0
1990s,1990,Commercials,bGfzHIMRIQc,Commercials (1990),0,0
1990s,1990,Specials,sn6vX4Rhy24,Specials (1990),0,0
1990s,1990,Music,bxTWGSxm150,Music (1990),0,0
1990s,1990,Commercials,XmoFfkpRxJo,Commercials (1990),0,0
1990s,1990,Commercials,qhTD_-PM4KM,Commercials (1990),0,0
1990s,1990,Commercials,biQcJxlY-jA,Commercials (1990),0,0
1990s,1990,Commercials,um3FHt53adc,Commercials (1990),0,0
1990s,1990,Sports,Tg--1qF0eyU,Sports (1990),0,0
1990s,1990,Commercials,SGwFUKDwZBc,Commercials (1990),0,0
1990s,1990,Trailers,2pJUTpLVfVc,Trailers (1990),0,0
1990s,1990,Comedy,IrBtywnB_HI,Comedy (1990),0,0
1990s,1990,Commercials,-npBR0d1z_M,Commercials (1990),0,0
1990s,1990,Commercials,aLA6gsLyOGc,Commercials (1990),0,0
1990s,1990,Music,uJsLIytddfM,Music (1990),0,0
1990s,1990,Cartoons,fF4WFmne1jI,Cartoons (1990),0,0
1990s,1990,Music,MpZV1iJ99g4,Music (1990),0,0
1990s,1990,Cartoons,dqGFsAAdfqs,Cartoons (1990),0,0
1990s,1990,Trailers,kKzAaSI_OEM,Trailers (1990),0,0
1990s,1990,Commercials,WA9vGuKlKUk,Commercials (1990),0,0
1990s,1990,Comedy,MXtGYwY_D7o,Comedy (1990),0,0
1990s,1990,Trailers,fuA6vWRkh8w,Trailers (1990),0,0
1990s,1990,Sports,cd8dntjlQpw,Sports (1990),0,0
1990s,1990,Music,8auuY4fvLyY,Music (1990),0,0
1990s,1990,Comedy,pVYn5H2Ltag,Comedy (1990),0,0
1990s,1990,Trailers,8r1xfQUryE4,Trailers (1990),0,0
1990s,1990,Commercials,p2dorT9oFrM,Commercials (1990),0,0
1990s,1990,Commercials,AofUXp1EhMQ,Commercials (1990),0,0
1990s,1990,Commercials,tPJrq-1iRoY,Commercials (1990),0,0
1990s,1990,Trailers,mwcNVLnXy3o,Trailers (1990),0,0
1990s,1990,Commercials,tODZUft6Nv8,Commercials (1990),0,0
1990s,1990,Trailers,0kJNRHqksqg,Trailers (1990),0,0
1990s,1990,Commercials,sPNZS1QnG_o,Commercials (1990),0,0
1990s,1990,Music,iKwwSrfjdCM,Music (1990),0,0
1990s,1990,Commercials,CFXZO2q_vbk,Commercials (1990),0,0
1990s,1990,Commercials,oh-Sk_DmIMM,Commercials (1990),0,0
1990s,1990,Music,G47Ku_Uaxns,Music (1990),0,0
1990s,1990,Trailers,rJztRnDxdM8,Trailers (1990),0,0
1990s,1990,Commercials,pck9tjilnkU,Commercials (1990),0,0
1990s,1990,Trailers,7Zxa-lCuAiE,Trailers (1990),0,0
1990s,1990,Commercials,4wXVREj9-h0,Commercials (1990),0,0
1990s,1990,Gameshows,4GIhQToQav8,Gameshows (1990),0,0
1990s,1990,Sports,dPtyBJeRUOw,Sports (1990),0,0
1990s,1990,Commercials,xSZQ8q5ID88,Commercials (1990),0,0
1990s,1990,Commercials,W4AnWLxZvDY,Commercials (1990),0,0
1990s,1990,Commercials,EwSgGdVZ0uQ,Commercials (1990),0,0
1990s,1990,Commercials,RB8TZuIAZJ8,Commercials (1990),0,0
1990s,1990,Trailers,OWDUOROPCOw,Trailers (1990),0,0
1990s,1990,Commercials,Kyj9YAQ5hW0,Commercials (1990),0,0
1990s,1990,Trailers,5Mf5moYzbTM,Trailers (1990),0,0
1990s,1990,Specials,DXMYGyN7lwM,Specials (1990),0,0
1990s,1990,Cartoons,1e3coBtLBfs,Cartoons (1990),0,0
1990s,1990,Cartoons,qIF-cQQGpNs,Cartoons (1990),0,0
1990s,1990,Commercials,RE7ulwXdrXk,Commercials (1990),0,0
1990s,1990,Comedy,nRdmIIl_fBw,Comedy (1990),0,0
1990s,1990,Commercials,VCUU_Y1td2g,Commercials (1990),0,0
1990s,1990,Sports,mDMokC9S02Q,Sports (1990),0,0
1990s,1990,Movies,eJY1QKavc2I,Movies (1990),0,0
1990s,1990,Commercials,CQvIb-KRG2Q,Commercials (1990),0,0
1990s,1990,Music,xquVIkclXoI,Music (1990),0,0
1990s,1990,Commercials,xAcOre72qq4,Commercials (1990),0,0
1990s,1990,Music,EkzoUyvCnhg,Music (1990),0,0
1990s,1990,Commercials,n6SH7aXSQEk,Commercials (1990),0,0
1990s,1990,Trailers,E1HnxpVbATc,Trailers (1990),0,0
1990s,1990,Movies,bekwcsZlqxw,Movies (1990),0,0
1990s,1990,Commercials,kuaKk0JT2mQ,Commercials (1990),0,0
1990s,1990,Sports,rtvUBu3DAHU,Sports (1990),0,0
1990s,1990,Music,K1thvEtGM5M,Music (1990),0,0
1990s,1990,Trailers,LwFPstekaa8,Trailers (1990),0,0
1990s,1990,Trailers,GjsZAWlObwk,Trailers (1990),0,0
1990s,1990,Specials,ogPAsvX-rEI,Specials (1990),0,0
1990s,1990,Music,bvfi8XtSSiE,Music (1990),0,0
1990s,1990,Commercials,FyPz0E_6Y4M,Commercials (1990),0,0
1990s,1990,Trailers,G8dWV2a4QKE,Trailers (1990),0,0
1990s,1990,Commercials,1QkWY-dPGBo,Commercials (1990),0,0
1990s,1990,Commercials,IcoZ5xLTusk,Commercials (1990),0,0
1990s,1990,Trailers,AxbywkaEoGs,Trailers (1990),0,0
1990s,1990,Comedy,97lPIoJC-Uk,Comedy (1990),0,0
1990s,1990,Commercials,JDwthsMM9b4,Commercials (1990),0,0
1990s,1990,Music,yADSYAH6jG8,Music (1990),0,0
1990s,1990,Sports,SHNCIS7Uf64,Sports (1990),0,0
1990s,1990,Sports,oS9iuLNQ6Jk,Sports (1990),0,0
1990s,1990,Commercials,sR6FKOaPPI8,Commercials (1990),0,0
1990s,1990,Commercials,hAyLs-Ap9h8,Commercials (1990),0,0
1990s,1990,Trailers,N9UjiFpKEXs,Trailers (1990),0,0
1990s,1990,Commercials,bkGz2OKjkNM,Commercials (1990),0,0
1990s,1990,Comedy,8_u0FHbWZqE,Comedy (1990),0,0
1990s,1990,Music,lshDXc-2mes,Music (1990),0,0
1990s,1990,Trailers,WXQZ0dR5KHM,Trailers (1990),0,0
1990s,1990,Cartoons,1nIn0rmamlc,Cartoons (1990),0,0
1990s,1990,Music,wqivmdMGvso,Music (1990),0,0
1990s,1990,Commercials,w8A36JZiOFk,Commercials (1990),0,0
1990s,1990,Movies,G1DG6f_6nZ8,Movies (1990),0,0
1990s,1990,Commercials,H4ycBWBR_40,Commercials (1990),0,0
1990s,1990,Trailers,dzrgpdV5rao,Trailers (1990),0,0
1990s,1990,Cartoons,Y4yVYFiwDXs,Cartoons (1990),0,0
1990s,1990,Sports,i6NQWiw1Nq0,Sports (1990),0,0
1990s,1990,Trailers,nlIi3qe03b8,Trailers (1990),0,0
1990s,1990,Specials,rpY5H2vTcW0,Specials (1990),0,0
1990s,1990,Trailers,FEbv5GW7H58,Trailers (1990),0,0
1990s,1990,Commercials,EB3XcXjnDfM,Commercials (1990),0,0
1990s,1990,Music,An05IjJn2CY,Music (1990),0,0
1990s,1990,Commercials,WqN6ZrpwFZs,Commercials (1990),0,0
1990s,1990,Music,M2VBmHOYpV8,Music (1990),0,0
1990s,1990,Trailers,UHhQEgEXt3w,Trailers (1990),0,0
1990s,1990,Commercials,XqduF7BK4M4,Commercials (1990),0,0
1990s,1990,Commercials,edncrW2QGQk,Commercials (1990),0,0
1990s,1990,Commercials,hPE7MYrqInI,Commercials (1990),0,0
1990s,1990,Music,x8VgCLSlHzA,Music (1990),0,0
1990s,1990,Trailers,IYPqn-USa7A,Trailers (1990),0,0
1990s,1990,Kids,61c5sKoTiA0,Kids (1990),0,0
1990s,1990,Commercials,0WY-6zeu5yU,Commercials (1990),0,0
1990s,1990,Commercials,y-e-MAJpIEw,Commercials (1990),0,0
1990s,1990,Trailers,s32cBXL9jdI,Trailers (1990),0,0
1990s,1990,Specials,OYsmnN-mUN8,Specials (1990),0,0
1990s,1990,Commercials,1y3nrRv-VNo,Commercials (1990),0,0
1990s,1990,Cartoons,qtPUdQTx6cI,Cartoons (1990),0,0
1990s,1990,Sports,IkMk6qmzRlk,Sports (1990),0,0
1990s,1990,Sports,yBmaBUtubj0,Sports (1990),0,0
1990s,1990,Commercials,MDn6PlGo7WQ,Commercials (1990),0,0
1990s,1990,Commercials,kc9Blxp-VyQ,Commercials (1990),0,0
1990s,1990,Commercials,P7eQFLvzZ7Q,Commercials (1990),0,0
1990s,1990,Trailers,HZ0qcr6ZGA0,Trailers (1990),0,0
1990s,1990,Comedy,IFWeTDzdVzM,Comedy (1990),0,0
1990s,1990,Commercials,6XL46hO199Y,Commercials (1990),0,0
1990s,1990,Commercials,gNYt4vg0GLw,Commercials (1990),0,0
1990s,1990,Comedy,fc-xY4niCMU,Comedy (1990),0,0
1990s,1990,Trailers,XFu5p1cTYeg,Trailers (1990),0,0
1990s,1990,Cartoons,m5NoXQIcmsA,Cartoons (1990),0,0
1990s,1990,Trailers,-7D96yt7iTc,Trailers (1990),0,0
1990s,1990,Music,BzUnqr1t7yI,Music (1990),0,0
1990s,1990,Sports,NUgkqFVGqDg,Sports (1990),0,0
1990s,1990,Trailers,C3-QFkEePgI,Trailers (1990),0,0
1990s,1990,Trailers,VQaKORE10hk,Trailers (1990),0,0
1990s,1990,Gameshows,BR7ST2mEBLs,Gameshows (1990),0,0
1990s,1990,Comedy,6opsCpMREfc,Comedy (1990),0,0
1990s,1990,Trailers,_xfjDPoahBs,Trailers (1990),0,0
1990s,1990,Commercials,f_JgkvUa6f0,Commercials (1990),0,0
1990s,1990,Cartoons,Hq8wZ8vmBNI,Cartoons (1990),0,0
1990s,1990,Trailers,OcfmvMK4JTU,Trailers (1990),0,0
1990s,1990,Trailers,P0ZJvwZc3Zg,Trailers (1990),0,0
1990s,1990,Commercials,n8tOefmJKxg,Commercials (1990),0,0
1990s,1990,Commercials,z-2Hn5_AkAs,Commercials (1990),0,0
1990s,1990,Trailers,773KnleLalw,Trailers (1990),0,0
1990s,1990,Gameshows,UVFNcgGxonA,Gameshows (1990),0,0
1990s,1990,Music,hYzS9h8Z-70,Music (1990),0,0
1990s,1990,Commercials,4GTTFgNdUqc,Commercials (1990),0,0
1990s,1990,Trailers,dvTW2yYnVbI,Trailers (1990),0,0
1990s,1990,Gameshows,S6cOpoJjMgs,Gameshows (1990),0,0
1990s,1990,Trailers,rzhcnrO9-K8,Trailers (1990),0,0
1990s,1990,Trailers,i4xClLSmhUg,Trailers (1990),0,0
1990s,1990,Commercials,mfiWyTVfuBs,Commercials (1990),0,0
1990s,1990,Gameshows,mMbQyYV6RUM,Gameshows (1990),0,0
1990s,1990,Cartoons,xNXbrCJTPx8,Cartoons (1990),0,0
1990s,1990,Trailers,15OczHhD6PQ,Trailers (1990),0,0
1990s,1990,Cartoons,NZpS0uqMYQ0,Cartoons (1990),0,0
1990s,1990,Trailers,keaJF5yRPxo,Trailers (1990),0,0
1990s,1990,Cartoons,JitBvlyXCKs,Cartoons (1990),0,0
1990s,1990,Trailers,LyccR6_QO5M,Trailers (1990),0,0
1990s,1990,Trailers,rZzbs4xVdGU,Trailers (1990),0,0
1990s,1990,Commercials,SgVoj0zq5hU,Commercials (1990),0,0
1990s,1990,Trailers,fO1lVyFWhK0,Trailers (1990),0,0
1990s,1990,Sports,Xd2r_XEG2QQ,Sports (1990),0,0
1990s,1990,Music,nQdHEaXvUQM,Music (1990),0,0
1990s,1990,Commercials,X-6Qmm8Frys,Commercials (1990),0,0
1990s,1990,Commercials,VfEUD_SJ5GM,Commercials (1990),0,0
1990s,1990,Commercials,-n0qzy99K18,Commercials (1990),0,0
1990s,1990,Commercials,BydEtVMDHQc,Commercials (1990),0,0
1990s,1990,Commercials,YyVGN-ozthQ,Commercials (1990),0,0
1990s,1990,Cartoons,Zi97r3r8ouk,Cartoons (1990),0,0
1990s,1990,Music,vCXYxGFbsBs,Music (1990),0,0
1990s,1990,Sports,CA6IQgETgZw,Sports (1990),0,0
1990s,1990,Sports,HAFnr_2WYwI,Sports (1990),0,0
1990s,1990,Commercials,WiFAB0u1FvE,Commercials (1990),0,0
1990s,1990,Commercials,AFnbHCFGsLk,Commercials (1990),0,0
1990s,1990,Trailers,LRvwCd-Ccjc,Trailers (1990),0,0
1990s,1990,Trailers,OXUzZg4jerc,Trailers (1990),0,0
1990s,1990,Commercials,ZACOsLDV514,Commercials (1990),0,0
1990s,1990,Music,55sUvlJB1uU,Music (1990),0,0
1990s,1990,Sports,C2bkRXV3rog,Sports (1990),0,0
1990s,1990,Cartoons,NATx4ihNSdY,Cartoons (1990),0,0
1990s,1990,Music,x1W6-ErrHls,Music (1990),0,0
1990s,1990,Commercials,DP4ADDCLvHQ,Commercials (1990),0,0
1990s,1990,Music,lpw49f38Sgg,Music (1990),0,0
1990s,1990,Commercials,BsU3cVDjKgE,Commercials (1990),0,0
1990s,1990,Commercials,3hgw7uhiR8Y,Commercials (1990),0,0
1990s,1990,Commercials,IhA2OUVZOk8,Commercials (1990),0,0
1990s,1990,Sports,uUmG0YmIk3M,Sports (1990),0,0
1990s,1990,Trailers,todXVUWHfPI,Trailers (1990),0,0
1990s,1990,Cartoons,DBuGwz-WZzk,Cartoons (1990),0,0
1990s,1990,Commercials,7j4zuZd0e1E,Commercials (1990),0,0
1990s,1990,Cartoons,6TtjsFrkBqA,Cartoons (1990),0,0
1990s,1990,Commercials,q6xEMJO2G2U,Commercials (1990),0,0
1990s,1990,Trailers,2OCHRWk8ARw,Trailers (1990),0,0
1990s,1990,Commercials,9Y2dgXOFKxQ,Commercials (1990),0,0
1990s,1990,Commercials,Glmw6WUwNhA,Commercials (1990),0,0
1990s,1990,Trailers,8YqjFrWzMJg,Trailers (1990),0,0
1990s,1990,Commercials,HlY9UqjOh6g,Commercials (1990),0,0
1990s,1990,Music,AfpH12URP2s,Music (1990),0,0
1990s,1990,Commercials,3dDF-hmDX7M,Commercials (1990),0,0
1990s,1990,Kids,8_-bqsbHfeI,Kids (1990),0,0
1990s,1990,Commercials,Qg5UHv8p6Kw,Commercials (1990),0,0
1990s,1990,Commercials,pZ06E6sUKWM,Commercials (1990),0,0
1990s,1990,Commercials,Zblsix7vhB0,Commercials (1990),0,0
1990s,1990,Music,pTYHYglem-M,Music (1990),0,0
1990s,1990,Comedy,nLALKsMGpys,Comedy (1990),0,0
1990s,1990,Music,2sky1tt8vLA,Music (1990),0,0
1990s,1990,Commercials,GhosAviuk-M,Commercials (1990),0,0
1990s,1990,Comedy,tf4tYo-ssQs,Comedy (1990),0,0
1990s,1990,Commercials,7N-VsHXJKNU,Commercials (1990),0,0
1990s,1990,Commercials,YoFQM_HLIqA,Commercials (1990),0,0
1990s,1990,Sports,nJkQCi8NfWY,Sports (1990),0,0
1990s,1990,Music,P5evK9NG4Oc,Music (1990),0,0
1990s,1990,Music,7cnq_p2X8Qw,Music (1990),0,0
1990s,1990,Music,rpuGFvFda5E,Music (1990),0,0
1990s,1990,Commercials,jCan-BX6wKI,Commercials (1990),0,0
1990s,1990,Trailers,nyWxwQJcPdo,Trailers (1990),0,0
1990s,1990,Trailers,iEd8QZzxr8M,Trailers (1990),0,0
1990s,1990,Comedy,bySicAXoybk,Comedy (1990),0,0
1990s,1990,Sports,A8ElLgpKGts,Sports (1990),0,0
1990s,1990,Comedy,mGfBEnBw01A,Comedy (1990),0,0
1990s,1990,Commercials,_Y_2j89d_HU,Commercials (1990),0,0
1990s,1990,Commercials,TfxzBgV_VQI,Commercials (1990),0,0
1990s,1990,Music,yv9xTLuFOOg,Music (1990),0,0
1990s,1990,Commercials,YqnG_GMcLms,Commercials (1990),0,0
1990s,1990,Commercials,tedJcRxEfy4,Commercials (1990),0,0
1990s,1990,Commercials,6lFJRpOm-Ew,Commercials (1990),0,0
1990s,1990,Trailers,snP6HHJMAX4,Trailers (1990),0,0
1990s,1990,Commercials,92iNBpv19dg,Commercials (1990),0,0
1990s,1990,Commercials,LWnipEN0VBg,Commercials (1990),0,0
1990s,1990,Music,xi3ZPT9iSNo,Music (1990),0,0
1990s,1990,Cartoons,RNBC99XpXoA,Cartoons (1990),0,0
1990s,1990,Commercials,Iim1I5DKTFk,Commercials (1990),0,0
1990s,1990,Commercials,Sl1PFjiFK4k,Commercials (1990),0,0
1990s,1990,Commercials,3s2O9sy94Q0,Commercials (1990),0,0
1990s,1990,Specials,tw17MVVQK6g,Specials (1990),0,0
1990s,1990,Music,QVtalBIUc1A,Music (1990),0,0
1990s,1990,Trailers,kkl0er1Xj-Y,Trailers (1990),0,0
1990s,1990,Commercials,a6hgud1M9gE,Commercials (1990),0,0
1990s,1990,Commercials,BAJ8gBDrHvQ,Commercials (1990),0,0
1990s,1990,Commercials,iAu02ziVKQw,Commercials (1990),0,0
1990s,1990,Commercials,tTH_E1PrVDw,Commercials (1990),0,0
1990s,1990,Trailers,96YxTb7vkOM,Trailers (1990),0,0
1990s,1990,Commercials,QFWRy7nErA8,Commercials (1990),0,0
1990s,1990,Commercials,FfLJP0Id3sI,Commercials (1990),0,0
1990s,1990,Comedy,_eSsC01_Cac,Comedy (1990),0,0
1990s,1990,Music,YE6FMQZodvs,Music (1990),0,0
1990s,1990,Comedy,DdZMGT0CRlE,Comedy (1990),0,0
1990s,1990,Commercials,2EIgjQRcUV0,Commercials (1990),0,0
1990s,1990,Music,DplBTWAO0jg,Music (1990),0,0
1990s,1990,Commercials,EhHWKau5zWQ,Commercials (1990),0,0
1990s,1990,Music,6rktXEdp0hg,Music (1990),0,0
1990s,1990,Trailers,44xLALADqMs,Trailers (1990),0,0
1990s,1990,Music,8PAoRmV6EIA,Music (1990),0,0
1990s,1990,Cartoons,8NKlZOlYMlw,Cartoons (1990),0,0
1990s,1990,Sports,Ngvn7Q9gCZI,Sports (1990),0,0
1990s,1990,Commercials,uz1sMEqB-EM,Commercials (1990),0,0
1990s,1990,Trailers,bPHZ98IXkgM,Trailers (1990),0,0
1990s,1990,Sports,l1O9loFcduY,Sports (1990),0,0
1990s,1990,Gameshows,tcX4tJVAwSE,Gameshows (1990),0,0
1990s,1990,Comedy,G9nLvyU2zCA,Comedy (1990),0,0
1990s,1990,Sports,V-KYHlT9-8s,Sports (1990),0,0
1990s,1990,Music,rH6b_lSQst0,Music (1990),0,0
1990s,1990,Commercials,3XlNnKBfMJU,Commercials (1990),0,0
1990s,1990,Commercials,uFGK2ESyVsM,Commercials (1990),0,0
1990s,1990,Commercials,h6NcW6zhryQ,Commercials (1990),0,0
1990s,1990,Music,c1j-zTFiL7A,Music (1990),0,0
1990s,1990,Trailers,YS6LgIV3rb0,Trailers (1990),0,0
